Hugo_Symbol	Chromosome
PRKG1	10q11.23-q21.1
PRKG1-AS1	10q21.1
PRKG1B	
PRKG2	4q21.21
PRKG2-AS1	4q21.21
PRKGR1B	
PRKM1	
PRKM2	
PRKM3	
PRKM4	
PRKM6	
PRKM7	
PRKM8	
PRKM8IP	
PRKM8IPL	
PRKM8IPP	
PRKM9	
PRKM11	
PRKM13	
PRKMK1	
PRKMK2	
PRKMK3	
PRKMK5	
PRKMK6	
PRKMK7	
PRKN	6q26
PRKRA	2q31.2
PRKRAP1	6p21.3 alternate reference locus
PRKRIP1	7q22.1
PRKX	Xp22.33
PRKX-AS1	Xp22.33
PRKXP1	15q26.3
PRKXP2	Xq13.1
PRKY	Yp11.2
PRL	6p22.3
PRLH	2q37.3
PRLHR	10q26.11
PRLR	5p13.2
PRM1	16p13.13
PRM2	16p13.13
PRM3	16p13.13
PRMT1	19q13.33
PRMT1P1	5q35.3
PRMT2	21q22.3
PRMT3	11p15.1
PRMT5	14q11.2
PRMT5-AS1	14q11.2
PRMT5P1	4q31.22
PRMT6	1p13.3
PRMT7	16q22.1
PRMT8	12p13.32
PRMT9	4q31.23
PRNCR1	8q24.21
PRND	20p13
PRNP	20p13
PRNT	20p13
PRO1	reserved
PROB1	5q31.2
PROC	2q14.3
PROCA1	17q11.2
PROCR	20q11.22
PRODH	22q11.21
PRODH2	19q13.12
PROK1	1p13.3
PROK2	3p13
PROKR1	2p13.3
PROKR2	20p12.3
PROM1	4p15.32
PROM2	2q11.1
PROP1	5q35.3
PRORP	14q13.2
PRORSD1P	2p16.1
PRORY	Yq11.223
PROS1	3q11.1
PROS2P	3p11.1
PROSER1	13q13.3
PROSER2	10p14
PROSER2-AS1	10p14
PROSER3	19q13.12
PROX1	1q32.3
PROX1-AS1	1q32.3
PROX1-IT1	1q32.3
PROX2	14q24.3
PROZ	13q34
PRPF3	1q21.2
PRPF4	9q32
PRPF4B	6p25.2
PRPF4BP1	Xq23
PRPF6	20q13.33
PRPF8	17p13.3
PRPF18	10p13
PRPF19	11q12.2
PRPF19P1	18q22.1
PRPF31	19q13.42
PRPF38A	1p32.3
PRPF38AP1	10p14
PRPF38AP2	10p12.33
PRPF38B	1p13.3
PRPF39	14q21.2
PRPF40A	2q23.3
PRPF40B	12q13.12
PRPH	12q13.12
PRPH2	6p21.1
PRPS1	Xq22.3
PRPS1L1	7p21.1
PRPS1P1	2q24.3
PRPS1P2	9q33.3
PRPS2	Xp22.2
PRPSAP1	17q25.1
PRPSAP2	17p11.2
PRR3	6p21.33
PRR4	12p13.2
PRR5	22q13.31
PRR5-ARHGAP8	22q13.31
PRR5L	11p13-p12
PRR7	5q35.3
PRR7-AS1	5q35.3
PRR8	7q36.3
PRR9	1q21.3
PRR11	17q22
PRR12	19q13.33
PRR13	12q13.13
PRR13P1	1q31.3
PRR13P2	11p15.4
PRR13P3	11q23.3
PRR13P4	18q21.1
PRR13P5	19q13.2
PRR13P6	7q11.21
PRR13P7	8q21.3
PRR14	16p11.2
PRR14L	22q12.2
PRR15	7p14.3
PRR15L	17q21.32
PRR16	5q23.1
PRR18	6q27
PRR19	19q13.2
PRR20A	13q21.1
PRR20B	13q21.1
PRR20C	13q21.1
PRR20D	13q21.1
PRR20E	13q21.1
PRR20FP	13q21.1
PRR20G	3q21.3
PRR21	2q37.3
PRR22	19p13.3
PRR23A	3q23
PRR23B	3q23
PRR23C	3q23
PRR23D1	8p23.1
PRR23D2	8p23.1
PRR23D3P	8p23.1
PRR25	16p13.3
PRR27	4q13.3
PRR29	17q23.3
PRR29-AS1	17q23.3
PRR30	2p23.3
PRR32	Xq25
PRR33	11p15.5
PRR34	22q13.31
PRR34-AS1	22q13.31
PRR35	16p13.3
PRR36	19p13.2
PRRC1	5q23.2
PRRC2A	6p21.33
PRRC2B	9q34.13
PRRC2C	1q24.3
PRRC2CP1	Yp11.2
PRRG1	Xp21.1
PRRG2	19q13.33
PRRG3	Xq28
PRRG4	11p13
PRRT1	6p21.32
PRRT1B	9q34.13
PRRT2	16p11.2
PRRT3	3p25.3
PRRT3-AS1	3p25.3
PRRT4	7q32.1
PRRX1	1q24.2
PRRX2	9q34.11
PRRX2-AS1	9q34.11
PRS	Xp21-p11
PRSM1	
PRSM2	reserved
PRSS1	7q34
PRSS2	7q34
PRSS3	9p13.3
PRSS3P1	7q34
PRSS3P2	7q34 alternate reference locus
PRSS3P3	7q34
PRSS3P4	9p13.3
PRSS4	reserved
PRSS5	
PRSS6	
PRSS8	16p11.2
PRSS9	
PRSS12	4q26
PRSS14	
PRSS16	6p22.1
PRSS17	
PRSS18	reserved
PRSS19	
PRSS20	
PRSS21	16p13.3
PRSS22	16p13.3
PRSS23	11q14.2
PRSS27	16p13.3
PRSS29P	16p13.3
PRSS30P	16p13.3
PRSS33	16p13.3
PRSS35	6q14.2
PRSS36	16p11.2
PRSS37	7q34
PRSS38	1q42.13
PRSS40A	2q21.1
PRSS40B	2q21.1
PRSS41	16p13.3
PRSS42P	3p21.31
PRSS43P	3p21.31
PRSS44P	3p21.31
PRSS45P	3p21.31
PRSS46P	3p21.31
PRSS47	9q22.31
PRSS48	4q31.3
PRSS50	3p21.31
PRSS51	8p23.1
PRSS52P	8p23.1
PRSS53	16p11.2
PRSS54	16q21
PRSS55	8p23.1
PRSS56	2q37.1
PRSS57	19p13.3
PRSS58	7q34
PRSSL1	
PRTFDC1	10p12.1
PRTG	15q21.3
PRTH	reserved
PRTN3	19p13.3
PRTS	Xpter-p21
PRUNE1	1q21.3
PRUNE2	9q21.2
PRUNEP1	13q12.13
PRX	19q13.2
PRXL2A	10q23.1
PRXL2AP1	12q21.2
PRXL2AP2	8q21.11
PRXL2B	1p36.32
PRXL2C	9q22.33
PRXL2CP1	Xq11.2
PRY	Yq11.223
PRY2	Yq11.223
PRYP1	Yq11.222
PRYP2	Yq11.222
PRYP3	Yq11.223
PRYP4	Yq11.23
PRYP5	Yq11.222
PRYP6	Yq11.222
PRYP7	Yq11.222
PSACH	
PSAP	10q22.1
PSAPL1	4p16.1
PSAT1	9q21.2
PSAT1P1	8q11.21
PSAT1P2	2p15
PSAT1P3	1p31.1
PSAT1P4	3q26.1
PSBP1	reserved
PSCA	8q24.3
PSCD2L	19q13
PSD	10q24.32
PSD2	5q31.2
PSD2-AS1	5q31.2
PSD3	8p22
PSD4	2q14.1
PSEN1	14q24.2
PSEN2	1q42.13
PSENEN	19q13.12
PSF1	
PSF2	
PSF3	
PSF4	
PSG1	19q13.2
PSG2	19q13.31
PSG3	19q13.2
PSG4	19q13.31
PSG5	19q13.31
PSG6	19q13.31
PSG7	19q13.31
PSG8	19q13.2
PSG8-AS1	19q13.2
PSG9	19q13.31
PSG10P	19q13.2
PSG11	19q13.31
PSG12	
PSG13	
PSIP1	9p22.3
PSIP1P1	9p22.3
PSIP1P2	Yq11
PSIP2	9
PSKH1	16q22.1
PSKH2	8q21.3
PSLNR	22q11.1
PSMA1	11p15.2
PSMA1P1	Xq21.1
PSMA2	7p14.1
PSMA2P1	11q14.2
PSMA2P2	8q22.1
PSMA2P3	2q33.1
PSMA3	14q23.1
PSMA3-AS1	14q23.1
PSMA3P1	14q23.1
PSMA4	15q25.1
PSMA5	1p13.3
PSMA5P1	Xp11.21
PSMA6	14q13.2
PSMA6P1	Yq11.221
PSMA6P2	Xp22.2
PSMA6P3	21q22.3
PSMA6P4	13q32.1
PSMA7	20q13.33
PSMA7P1	9q22.31
PSMA8	18q11.2
PSMB1	6q27
PSMB2	1p34.3
PSMB3	17q12
PSMB3P1	12q13.2
PSMB3P2	2q35
PSMB4	1q21.3
PSMB5	14q11.2
PSMB6	17p13.2
PSMB7	9q33.3
PSMB7P1	14q11.2
PSMB8	6p21.32
PSMB8-AS1	6p21.32
PSMB9	6p21.32
PSMB10	16q22.1
PSMB11	14q11.2
PSMC1	14q32.11
PSMC1P1	3p14.1
PSMC1P2	7p15.2
PSMC1P3	7q33
PSMC1P4	5q11.2
PSMC1P5	5q21.3
PSMC1P6	3p11.2
PSMC1P7	3q26.1
PSMC1P8	12p12.3
PSMC1P9	12p12.3
PSMC1P10	2p24.2
PSMC1P11	6p25.1
PSMC1P12	1p12
PSMC1P13	13q21.33
PSMC2	7q22.1
PSMC2P1	3q22.1
PSMC2P2	8q21.2
PSMC3	11p11.2
PSMC3IP	17q21.2
PSMC3P1	9p
PSMC4	19q13.11-q13.13
PSMC5	17q23.3
PSMC6	14q22.1
PSMC6P1	8q12.1
PSMC6P2	12q15
PSMC6P3	5p13.3
PSMD1	2q37.1
PSMD2	3q27.1
PSMD2P1	1q43
PSMD3	17q21.1
PSMD4	1q21.3
PSMD4P1	21q22.13
PSMD5	9q33.2
PSMD6	3p14.1
PSMD6-AS1	3p14.1
PSMD6-AS2	3p14.1
PSMD7	16q23.1
PSMD7P1	17q24.1
PSMD8	19q13.2
PSMD8P1	1q21.3
PSMD9	12q24.31
PSMD10	Xq22.3
PSMD10P1	20q13.13
PSMD10P2	3q27.3
PSMD10P3	13q22.1
PSMD11	17q11.2
PSMD12	17q24.2
PSMD12P1	3p13
PSMD13	11p15.5
PSMD14	2q24.2
PSMD14P1	2q14.3
PSME1	14q12
PSME2	14q12
PSME2P1	5q15
PSME2P2	13q14.2
PSME2P3	4q32.1
PSME2P4	4p14
PSME2P5	8p21.2
PSME2P6	10p12.31
PSME3	17q21.31
PSME3IP1	16q13
PSME4	2p16.2
PSMF1	20p13
PSMG1	21q22.2
PSMG2	18p11.21
PSMG3	7p22.3
PSMG3-AS1	7p22.3
PSMG4	6p25.2
PSOR1	
PSORS1	6p21
PSORS1C1	6p21.33
PSORS1C2	6p21.33
PSORS1C3	6p21.33
PSORS2	17q
PSORS3	4q
PSORS4	1q21
PSORS5	3q21
PSORS6	19p13
PSORS7	1p
PSORS8	16q
PSORS9	4q31-q34
PSORS10	18p11.23
PSP	
PSPC1	13q12.11
PSPC1-AS1	13q12.11
PSPC1-AS2	13q12.11
PSPC1-OT1	13q12.11
PSPC1P1	13q12.11
PSPC1P2	13q12.12
PSPH	7p11.2
PSPHP1	7p11.2
PSPN	19p13.3
PSRC1	1p13.3
PSTK	10q26.13
PSTPIP1	15q24.3
PSTPIP2	18q21.1
PTAFR	1p35.3
PTAR1	9q21.12
PTBP1	19p13.3
PTBP1P	14q23.3
PTBP2	1p21.3
PTBP3	9q32
PTC	
PTCD1	7q22.1
PTCD2	5q13.2
PTCD2P1	14q11.2
PTCD2P2	10q23.31
PTCD3	2p11.2
PTCH1	9q22.32
PTCH2	1p34.1
PTCHD1	Xp22.11
PTCHD1-AS	Xp22.11
PTCHD3	10p12.1
PTCHD3P1	10p11.23
PTCHD3P2	2q31.1
PTCHD3P3	6q21
PTCHD4	6p12.3
PTCRA	6p21.1
PTCSC1	8q24
PTCSC2	9q22.33
PTCSC3	14q13.3
PTDSS1	8q22.1
PTDSS2	11p15.5
PTEN	10q23.31
PTENP1	9p13.3
PTENP1-AS	9p13.3
PTER	10p13
PTF1A	10p12.2
PTGDR	14q22.1
PTGDR2	11q12.2
PTGDS	9q34.3
PTGER1	19p13.1
PTGER2	14q22.1
PTGER3	1p31.1
PTGER4	5p13.1
PTGER4P1	9p11.2
PTGER4P2	9q21.1
PTGER4P2-CDK2AP2P2	9q13
PTGER4P3	9q21.11
PTGES	9q34.11
PTGES2	9q34.11
PTGES2-AS1	9q34.11
PTGES3	12q13.3
PTGES3L	17q21.31
PTGES3L-AARSD1	17q21.31
PTGES3P1	1p22.2
PTGES3P2	2p23.3
PTGES3P3	4q33
PTGES3P4	10q24.32
PTGES3P5	10q25.1
PTGFR	1p31.1
PTGFRN	1p13.1
PTGIR	19q13.32
PTGIS	20q13.13
PTGR1	9q31.3
PTGR2	14q24.3
PTGS1	9q33.2
PTGS2	1q31.1
PTH	11p15.3
PTH1R	3p21.31
PTH2	19q13.33
PTH2R	2q34
PTHLH	12p11.22
PTK1	
PTK2	8q24.3
PTK2B	8p21.2
PTK3A	
PTK3B	
PTK4	
PTK5	6pter-6qter
PTK6	20q13.33
PTK7	6p21.1
PTK8	3pter-3qter
PTLAH	17q21-q22
PTMA	2q37.1
PTMAP1	6p21.33
PTMAP2	5q23.1
PTMAP3	20p11.23
PTMAP4	12p13.31
PTMAP5	13q31.1
PTMAP6	20q13.31
PTMAP7	14q32.12
PTMAP8	3q13.31
PTMAP9	12p13.2
PTMAP10	7q33
PTMAP11	9q22.33
PTMAP12	9q22.32
PTMAP13	17q25.1
PTMAP14	Xp22.2
PTMAP15	8q22.3
PTMS	12p13.31
PTN	7q33
PTOS1	1p34.1-p32
PTOV1	19q13.33
PTOV1-AS1	19q13.33
PTOV1-AS2	19q13.33
PTP4A	
PTP4A1	6q12
PTP4A1P1	2q24.1
PTP4A1P2	12q24.33
PTP4A1P3	7q21.13
PTP4A1P4	5q14.3
PTP4A1P5	Xp21.3
PTP4A1P6	11q14.2
PTP4A1P7	1q25.2
PTP4A2	1p35.2
PTP4A2P1	17q21.2
PTP4A2P2	11q25
PTP4A3	8q24.3
PTPA	9q34.11
PTPDC1	9q22.32
PTPLC	reserved
PTPMT1	11p11.2
PTPN1	20q13.13
PTPN2	18p11.21
PTPN2P1	1q25.2
PTPN2P2	13q12.3
PTPN3	9q31
PTPN4	2q14.2
PTPN5	11p15.1
PTPN6	12p13.31
PTPN7	1q32.1
PTPN8	reserved
PTPN9	15q24.2
PTPN10	
PTPN11	12q24.13
PTPN12	7q11.23
PTPN13	4q21.3
PTPN14	1q32.3-q41
PTPN17	reserved
PTPN18	2q21.1
PTPN20	10q11.22
PTPN20A	10q11.22
PTPN20CP	10q11.22
PTPN21	14q31.3
PTPN22	1p13.2
PTPN23	3p21.31
PTPRA	20p13
PTPRB	12q15
PTPRC	1q31.3-q32.1
PTPRCAP	11q13.2
PTPRD	9p24.1-p23
PTPRD-AS1	9p24.1
PTPRD-AS2	9p23
PTPRE	10q26.2
PTPRF	1p34.2
PTPRG	3p14.2
PTPRG-AS1	3p14.2
PTPRH	19q13.42
PTPRJ	11p11.2
PTPRJ-AS1	11p11.2
PTPRK	6q22.33
PTPRK-AS1	6q22.33
PTPRM	18p11.23
PTPRN	2q35
PTPRN2	7q36.3
PTPRN2-AS1	7q36.3
PTPRO	12p12.3
PTPRQ	12q21.31
PTPRR	12q15
PTPRS	19p13.3
PTPRT	20q12-q13.11
PTPRT-AS1	20q12
PTPRU	1p35.3
PTPRVP	1q32.1
PTPRZ	
PTPRZ1	7q31.32
PTPRZ2	1p36.3
PTPTP1	
PTRH1	9q34.11
PTRH2	17q23.1
PTRHD1	2p23.3
PTS	11q23.1
PTTG1	5q33.3
PTTG1IP	21q22.3
PTTG2	4p14
PTTG3P	8q13.1
PTTG4P	14q24.2
PTX3	3q25.32
PTX4	16p13.3
PUAB1	
PUAB2	
PUAB3	
PUAB4	
PUAB5	
PUDP	Xp22.31
PUDPP1	Yq11.221
PUDPP2	1q21.3
PUDPP3	20q11.21
PUF60	8q24.3
PUM	
PUM1	1p35.2
PUM2	2p24.1
PUM3	9p24.2
PUMB1	
PURA	5q31.3
PURB	7p13
PURG	8p12
PURPL	5p14.1
PUS1	12q24.33
PUS3	11q24.2
PUS7	7q22.3
PUS7L	12q12
PUS7P1	9p22.2
PUS10	2p16.1-p15
PUSL1	1p36.33
PUT1	
PVALB	22q12.3
PVALEF	17q25.3
PVR	19q13.31
PVRIG	7q22.1
PVRIG2P	7q22.1
PVS	
PVT1	8q24.21
PWAR1	15q11.2
PWAR4	15q11.2
PWAR5	15q11.2
PWAR6	15q11.2
PWARSN	15q11.2
PWCR	15q11-q12
PWCR1	15q11.2
PWP1	12q23.3
PWP2	21q22.3
PWRN1	15q11.2
PWRN2	15q11.2
PWRN3	15q11.2
PWRN4	15q11.2
PWWP2A	5q33.3
PWWP2AP1	13q31.1
PWWP2B	10q26.3
PWWP3A	19p13.3
PWWP3B	Xq22.3
PXDC1	6p25.2
PXDN	2p25.3
PXDNL	8q11.22-q11.23
PXE	16p13.1
PXK	3p14.3
PXMP1	
PXMP1L	
PXMP2	12q24.33
PXMP4	20q11.22
PXN	12q24.23
PXN-AS1	12q24.23
PXT1	6p21.31
PXYLP1	3q23
PYCARD	16p11.2
PYCARD-AS1	16p11.2
PYCD	
PYCR1	17q25.3
PYCR2	1q42.12
PYCR3	8q24.3
PYDC1	16p11.2
PYDC2	3q28
PYDC5	1q23.1
PYGB	20p11.21
PYGBL	10
PYGL	14q22.1
PYGM	11q13.1
PYGO1	15q21.3
PYGO2	1q21.3
PYHG1	
PYHG2	11
PYHG3	
PYHG4	
PYHG6	
PYHG7	
PYHG8	
PYHG9	
PYHG10	
PYHG11	
PYHG12	
PYHG14	
PYHG15	
PYHG16	
PYHG17	
PYHG18	
PYHG19	
PYHG20	
PYHG21	
PYHG22	
PYHIN1	1q23.1
PYHIN5P	1q23.1
PYK	
PYM1	12q13.2
PYROXD1	12p12.1
PYROXD2	10q24.2
PYURF	4q22.1
PYY	17q21.31
PYY2	17q11.2
PYY3	Xp11.22
PZP	12p13.31
QARS1	3p21.31
QDPR	4p15.32
QKI	6q26
QPCT	2p22.2
QPCTL	19q13.32
QPRS	
QPRT	16p11.2
QRFP	9q34.12
QRFPR	4q27
QRICH1	3p21.31
QRICH2	17q25.1
QRSL1	6q21
QRSL1P1	1q24.2
QRSL1P2	1q41
QRSL1P3	14q13.2
QSER1	11p13
QSOX1	1q25.2
QSOX2	9q34.3
QTRT1	19p13.3
QTRT1P1	Xq23
QTRT2	3q13.31
R3HCC1	8p21.3
R3HCC1L	10q24.2
R3HDM1	2q21.3
R3HDM2	12q13.3
R3HDM2P1	4q28.3
R3HDM2P2	6q16.3
R3HDM4	19p13.3
R3HDML	20q13.12
RAB1A	2p14
RAB1AP1	2q32.2
RAB1AP2	6q14.3
RAB1B	11q13.2
RAB1C	9p13.2
RAB2A	8q12.1-q12.2
RAB2B	14q11.2
RAB3A	19p13.11
RAB3B	1p32.3
RAB3C	5q11.2
RAB3D	19p13.2
RAB3GAP1	2q21.3
RAB3GAP2	1q41
RAB3IL1	11q12.2-q12.3
RAB3IP	12q15
RAB4A	1q42.13
RAB4B	19q13.2
RAB4B-EGLN2	19q13.2
RAB5A	3p24.3
RAB5B	12q13.2
RAB5C	17q21.2
RAB5CP1	10q22.2
RAB5CP2	5q14.3
RAB5IF	20q11.23
RAB6A	11q13.4
RAB6B	3q22.1
RAB6C	2q21.1
RAB6C-AS1	2q21.1
RAB6D	2q21.1
RAB7A	3q21.3
RAB7B	1q32.1
RAB8A	19p13.11
RAB8B	15q22.2
RAB8IP	
RAB8IPL1	
RAB9A	Xp22.2
RAB9AP1	Yq11.223
RAB9AP2	Yq11.23
RAB9AP3	Yq11.23
RAB9AP4	Yq11.222
RAB9AP5	Yq11.23
RAB9B	Xq22.2
RAB9BP1	5q21.2-q21.3
RAB10	2p23.3
RAB11A	15q22.31
RAB11AP1	10q23.33
RAB11AP2	12q14.3
RAB11B	19p13.2
RAB11B-AS1	19p13.2
RAB11FIP1	8p11.23
RAB11FIP1P1	Xq13.2
RAB11FIP2	10q26.11
RAB11FIP3	16p13.3
RAB11FIP4	17q11.2
RAB11FIP5	2p13.2
RAB12	18p11.22
RAB13	1q21.3
RAB14	9q33.2
RAB15	14q23.3
RAB17	2q37.3
RAB18	10p12.1
RAB19	7q34
RAB20	13q34
RAB21	12q21.1
RAB22A	20q13.32
RAB23	6p12.1-p11.2
RAB24	5q35.3
RAB25	1q22
RAB26	16p13.3
RAB27A	15q21.3
RAB27B	18q21.2
RAB28	4p15.33
RAB28P1	9p12
RAB28P2	9q13
RAB28P3	9p11.1
RAB28P4	9q21.11
RAB28P5	Xq26.3
RAB29	1q32.1
RAB30	11q14.1
RAB30-DT	11q14.1
RAB31	18p11.22
RAB32	6q24.3
RAB33A	Xq26.1
RAB33B	4q31.1
RAB34	17q11.2
RAB35	12q24.23
RAB36	22q11.23
RAB37	17q25.1
RAB38	11q14.2
RAB39A	11q22.3
RAB39B	Xq28
RAB40A	Xq22.2
RAB40AL	Xq22.1
RAB40B	17q25.3
RAB40C	16p13.3
RAB41	Xq13.1
RAB42	1p35.3
RAB42P1	14q32.11
RAB43	3q21.3
RAB43P1	16q11.2
RAB44	6p21.2
RABAC1	19q13.2
RABEP1	17p13.2
RABEP2	16p11.2
RABEPK	9q33.3
RABEPKP1	13q21.33
RABGAP1	9q33.2-q33.3
RABGAP1L	1q25.1
RABGAP1L-AS1	1q25.1
RABGAP1L-DT	1q25.1
RABGAP1L-IT1	1q25.1
RABGEF1	7q11.21
RABGGTA	14q12
RABGGTB	1p31.1
RABIF	1q32.1
RABL	
RABL2A	2q14.1
RABL2B	22q13.33
RABL3	3q13.33
RABL6	9q34.3
RAC1	7p22.1
RAC1P1	18q11.2
RAC1P2	4p12
RAC1P3	13q14.11
RAC1P4	Xq26.3
RAC1P5	4q25
RAC1P6	7q31.2
RAC1P7	1q42.2
RAC1P8	13q21.31
RAC1P9	7p12.1
RAC2	22q13.1
RAC3	17q25.3
RACGAP1	12q13.12
RACGAP1P1	12q12
RACH	
RACK1	5q35.3
RAD1	5p13.2
RAD1P1	10q26.11
RAD1P2	1q23.1
RAD2	
RAD9A	11q13.2
RAD9B	12q24.11
RAD17	5q13.2
RAD17P1	7p21.1
RAD17P2	13q14.2
RAD18	3p25.3
RAD21	8q24.11
RAD21-AS1	8q24.11
RAD21L1	20p13
RAD21P1	Xq22.1
RAD23A	19p13.13
RAD23B	9q31.2
RAD23BP1	3p24.3
RAD23BP2	7q21.11
RAD23BP3	21q21.1
RAD30B	
RAD50	5q31.1
RAD51	15q15.1
RAD51-AS1	15q15.1
RAD51A	
RAD51AP1	12p13.32
RAD51AP1P1	3q22.3
RAD51AP2	2p24.2
RAD51B	14q24.1
RAD51C	17q22
RAD51D	17q12
RAD51L1	
RAD51L3	
RAD52	12p13.33
RAD52P1	2q31.2
RAD54	
RAD54B	8q22.1
RAD54L	1p34.1
RAD54L2	3p21.2
RAD54L2P1	19p12
RADIL	7p22.1
RADX	Xq22.3
RAE1	20q13.31
RAET1E	6q25.1
RAET1E-AS1	6q25.1
RAET1F	6q24.1-q25.1
RAET1G	6q25.1
RAET1J	6q24.1-25.1
RAET1K	6q25.1
RAET1L	6q25.1
RAET1M	6q25.1
RAF1	3p25.2
RAF1P1	4p16.1
RAF1P2	7q11.1
RAG1	11p12
RAG2	11p12
RAI1	17p11.2
RAI1-AS1	17p11.2
RAI2	Xp22.13
RAI4	reserved
RAI5	reserved
RAI14	5p13.2
RALA	7p14.1
RALB	2q14.2
RALBP1	18p11.22
RALBP1P1	3q26.33
RALBP1P2	2q11.2
RALGAPA1	14q13.2
RALGAPA1P1	9q31.2
RALGAPA2	20p11.23
RALGAPB	20q11.23
RALGDS	9q34.13-q34.2
RALGPS1	9q33.3
RALGPS2	1q25.2
RALY	20q11.22
RALY-AS1	20q11.22
RALYL	8q21.2
RAMAC	15q25.2
RAMACL	6q27
RAMP1	2q37.3
RAMP2	17q21.2
RAMP2-AS1	17q21.2
RAMP3	7p13
RAN	12q24.33
RANBP1	22q11.21
RANBP1P1	
RANBP2	2q13
RANBP3	19p13.3
RANBP3L	5p13.2
RANBP6	9p24.1
RANBP9	6p23
RANBP10	16q22
RANBP17	5q35.1
RANBP20P	14q11.2
RANGAP1	22q13.2
RANGRF	17p13.1
RANP1	6p22.1
RANP2	7q35
RANP3	11q13.4
RANP4	Xq26.3
RANP5	1p13.3
RANP6	4q34.1
RANP7	3p24.3
RANP8	13q12.11
RANP9	8p12
RAP1A	1p13.2
RAP1AP	14q24.3
RAP1B	12q15
RAP1BL	5q13.3
RAP1BP1	9p22.1
RAP1BP2	3q13.11
RAP1BP3	6q22.1
RAP1GAP	1p36.12
RAP1GAP2	17p13.3
RAP1GDS1	4q23
RAP1GN1	
RAP2A	13q32.1
RAP2B	3q25.2
RAP2C	Xq26.2
RAP2C-AS1	Xq26.2
RAP2CP1	14q32.32
RAPGEF1	9q34.13
RAPGEF2	4q32.1
RAPGEF3	12q13.11
RAPGEF4	2q31.1
RAPGEF4-AS1	2q31.1
RAPGEF5	7p15.3
RAPGEF6	5q31.1
RAPGEFL1	17q21.1
RAPH1	2q33.2
RAPSN	11p11.2
RARA	17q21.2
RARA-AS1	17q21.2
RARB	3p24.2
RARB-AS1	3p24.2
RARG	12q13.13
RARRES1	3q25.32
RARRES2	7q36.1
RARRES2P1	3p12.3
RARRES2P2	10q26.3
RARRES2P3	Xp22.12
RARRES2P4	4q35.2
RARRES2P5	16p11.2
RARRES2P6	16p11.2
RARRES2P7	16p11.1
RARRES2P8	16p11.1
RARRES2P9	16p11.1
RARRES2P10	16p11.1
RARRES2P11	20q11.1
RARS1	5q34
RARS1P1	12p11.23
RARS2	6q15
RASA1	5q14.3
RASA2	3q23
RASA2-IT1	3q23
RASA3	13q34
RASA3-IT1	13q34
RASA4	7q22.1
RASA4B	7q22.1
RASA4CP	7p13
RASA4DP	7q22.1
RASAL1	12q24.13
RASAL2	1q25.2
RASAL2-AS1	1q25.2
RASAL3	19p13.12
RASD1	17p11.2
RASD2	22q12.3
RASEF	9q21.32
RASGEF1A	10q11.21
RASGEF1B	4q21.21
RASGEF1C	5q35.3
RASGEF2	10q26.3
RASGRF1	15q25.1
RASGRF2	5q14.1
RASGRF2-AS1	5q14.1
RASGRF3	
RASGRP1	15q14
RASGRP2	11q13.1
RASGRP3	2p22.3
RASGRP3-AS1	2p22.3
RASGRP4	19q13.2
RASIP1	19q13.33
RASL7A	reserved
RASL7B	reserved
RASL8C	16p13.3
RASL10A	22q12.2
RASL10B	17q12
RASL11A	13q12.2
RASL11B	4q12
RASL12	15q22.31
RASSF1	3p21.31
RASSF1-AS1	3p21.3
RASSF2	20p13
RASSF3	12q14.2
RASSF4	10q11.21
RASSF5	1q32.1
RASSF6	4q13.3
RASSF7	11p15.5
RASSF8	12p12.1
RASSF8-AS1	12p12.1
RASSF9	12q21.31
RASSF10	11p15.2
RASSF10-DT	11p15.3
RAVER1	19p13.2
RAVER2	1p31.3
RAX	18q21.32
RAX2	19p13.3
RB1	13q14.2
RB1-DT	13q14.2
RB1CC1	8q11.23
RBAK	7p22.1
RBAK-RBAKDN	7p22.1
RBAKDN	7p22.1
RBBP4	1p35.1
RBBP4P1	5p15.2
RBBP4P2	3q11.2
RBBP4P3	6q11.1
RBBP4P4	6p11.2
RBBP4P5	14q11.2
RBBP4P6	5q14.3
RBBP5	1q32.1
RBBP6	16p12.1
RBBP6P1	10q22.3
RBBP7	Xp22.2
RBBP8	18q11.2
RBBP8NL	20q13.33
RBBP8P1	Xq24
RBBP8P2	13q12.13
RBBP9	20p11.23
RBCK1	20p13
RBFA	18q23
RBFADN	18q23
RBFOX1	16p13.3
RBFOX2	22q12.3
RBFOX3	17q25.3
RBIS	8q21.2
RBISP1	10p13
RBISP2	5p13.2
RBKS	2p23.2
RBL1	20q11.23
RBL2	16q12.2
RBM1	
RBM2	
RBM3	Xp11.23
RBM4	11q13.2
RBM4B	11q13.2
RBM5	3p21.31
RBM5-AS1	3p21.31
RBM6	3p21.31
RBM7	11q23.1-q23.2
RBM7P1	2p12
RBM8	
RBM8A	1q21.1
RBM8B	14q23.1
RBM10	Xp11.3
RBM11	21q11.2
RBM11P1	6q23.2
RBM12	20q11.22
RBM12B	8q22.1
RBM12B-AS1	8q22.1
RBM12B-AS2	8q22.1
RBM14	11q13.2
RBM14-RBM4	11q13.2
RBM15	1p13.3
RBM15-AS1	1p13.3
RBM15B	3p21.2
RBM17	10p15.1
RBM17P1	9p12
RBM17P2	9q21.11
RBM17P3	9p11.2
RBM17P4	15q14
RBM18	9q33.2
RBM19	12q24.13-q24.21
RBM20	10q25.2
RBM22	5q33.1
